software,reference,group,score,scoreN,score1,score1N,score2,score2N,score3,score3N,score4,score4N,score5,score5N,1_2_3,1_3_1,1_3,1_5_1,1_5_2,1_6_1,1_6_2,2_1,2_2,2_3,2_4,3_1_1,3_1_2,3_1_3,3_1_4,3_1_5_1,3_1_5_2,3_1_5_3,3_1_5_4,3_2_1,3_2_2,3_2_3,3_2_4,4_1,4_2,4_3_1,4_3_2,4_3_3,4_3_4,4_3_5,5_1,5_2_1,5_2_2,5_2_3,5_2_4,5_3_1,5_3_2,5_3_3,5_4_1,5_4_2,description,link
EBSDL,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBSDL is a novel computer program which has been successfully developed to determine the unknown Bravais lattice of a bulk crystalline material using a single electron backscatter diffraction (EBSD) pattern. Unlike the phase identification technique in conventional EBSD applications, the new technique is completely independent of chemical information.A registration code can be obtained by email (mhancn@yahoo.com) from the corresponding author. Without a registration code, the program works in demonstration mode only.",http://www.iucr.org/resources/other-directories/software/ebsdl
EDMA,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A program for topological analysis of discrete electron densities according to Bader's theory of atoms in molecules.,http://www.iucr.org/resources/other-directories/software/edma
enCIFer,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Intuitive, user-friendly graphical interface for editing CIF files available for free download from the CCDC.",http://www.iucr.org/resources/other-directories/software/encifer
Endeavour,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal structure solution from powder diffraction diagrams based on a combined global optimization of the difference between calculated and measured diffraction pattern and of the potential energy of the system.,http://www.iucr.org/resources/other-directories/software/endeavour
FabIO,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FabIO is a Python module written for easy and transparent reading of raw two-dimensional data from various X-ray detectors. The module provides a function for reading any image and returning a fabioimage object which contains both metadata (header information) and the raw data. All fabioimage objects offer additional methods to extract information about the image and to open other detector images from the same data series.,http://www.iucr.org/resources/other-directories/software/fabio
FAQ Color space,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frequently asked questions about gamma and color.,http://www.iucr.org/resources/other-directories/software/faq-color-space2
FlexCryst,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consists of several modules for crystal structure prediction, crystal structure determination from X-ray powder diagrams, and estimation of sublimation energy. The program has an interactive interface with graphical visualization. Available at 500 Euro/module.",http://www.iucr.org/resources/other-directories/software/flexcryst
FoldIt,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Molecular modelling program to visualize and manipulate interactively protein structure files from the Brookhaven Protein Data Bank (PDB) including their hetero-atoms and water molecules. Integrated environment in which statistical analysis as well as 3D observations can be realized.,http://www.iucr.org/resources/other-directories/software/foldit
FOURDEM,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOURDEM is a demonstration program for Fourier synthesis techniques.,http://www.iucr.org/resources/other-directories/software/fourdem
FraGen,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The FraGen (framework generator) program has been developed for real-space structure solution and designed especially for the generation of extended inorganic frameworks in a given unit cell. It is available from Jihong  Yu (jihong@jlu.edu.cn) on request.,http://www.iucr.org/resources/other-directories/software/fragen
GARLIC,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visualization of biomolecular structures.,http://www.iucr.org/resources/other-directories/software/garlic
GBgeom,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A computer graphics program developed for unraveling the relations between different texture parameters and for simulating the basic unrelaxed atomic structures at grain boundary planes in body- and face-centered cubic crystalline materials. The software has been developed using the Visual C++ language, and OpenGL routines have been used for rendering various outputs and implementing an intuitive user interface.Available as supplementary material or from authors on request.",http://www.iucr.org/resources/other-directories/software/gbgeom
Ghostscript,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Interpreter for Postscript, interpreter for PDF documents and C graphic library.",http://www.iucr.org/resources/other-directories/software/ghostscript
GID_SL,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Simulates dynamical x-ray diffraction from strained crystals, multilayers, and superlattices. Applicable to any coplanar and non-coplanar Bragg-case geometry. The following structure profiles can be simulated: 1. Normal lattice strains da(z)/a; 2. Crystal polarizabilities x0(z), xh(z); 3. Interface roughness in multilayers (rms).",http://www.iucr.org/resources/other-directories/software/gid_sl
GIXS,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fluorescence, specular reflectivity and diffuse scattering modelization",http://www.iucr.org/resources/other-directories/software/gixs
gsaslanguage,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A GSAS script language for automated Rietveld refinements of diffraction data,http://www.iucr.org/resources/other-directories/software/gsaslanguage
GULP,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"General Utility Lattice Programme. Performs a variety of types of simulation on 3D periodic solids, gas phase clusters and isolated defects in a bulk material. Designed to handle both molecular solids and ionic materials through the use of the shell model.",http://www.iucr.org/resources/other-directories/software/gulp
I2tif,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mar image file to tiff converter.,http://www.iucr.org/resources/other-directories/software/i2tif
I3D,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A VRML Browser for Engineering,http://www.iucr.org/resources/other-directories/software/i3d
IFO,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Program for Image-Reconstruction-Type Calculation of Atomic Distribution Functions; supplement to RAD.,http://www.iucr.org/resources/other-directories/software/ifo
Image,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIH public domain image processing and analysis program,http://www.iucr.org/resources/other-directories/software/image
ImageTool,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UTHSCSA ImageTool (IT) is a free image processing and analysis program for Microsoft Windows 9x, Windows ME or Windows NT",http://www.iucr.org/resources/other-directories/software/imagetool
ISODEC,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Program for the calculation of diffraction elastic constants for aggregates with and without preferred orientation. It also calculates stress from lattice strain and vice versa.,http://www.iucr.org/resources/other-directories/software/isodec
Jas,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Image contrast enhancement using extended adaptive histogram equalisation. INTEREST AREAS: * General image processing algorithms * Biomedical image processing, image display, radiography * Photography, image manipulation, and recreation",http://www.iucr.org/resources/other-directories/software/jas
Java Stereograms,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Java Stereograms plots stereographic projections of poles onto a Wulff net. The pole distribution is determined by the given unit cell parameters. It is possible to give restraints to the number of generated poles by editing the values for the ""maximum order"" (maximum value of an index hkl) and the range of interplanar spacings ""d"" (dmin-dmax). For indexing the poles in the stereographic hemisphere simply click at them. The angles Rho and Phi corespond to rotations of the whole set on the Wulff net (always from zero position).",http://www.iucr.org/resources/other-directories/software/java-stereograms
LabWorks Learning System,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Data acquisition device that focuses student attention and time on on the thought-intensive aspects of the process of science-experiment design, data organization and analysis.",http://www.iucr.org/resources/other-directories/software/labworks-learning-system
Lauept,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Small molecule crystal structure Laue pattern simulation. Contain profiles for the continuous spectra of X-ray tubes at a range of voltages,http://www.iucr.org/resources/other-directories/software/lauept
LCC Cell,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Processing of X-Ray crystallographic data. Window based user interface, which allows easy navigation between program controls and fast reading of program output",http://www.iucr.org/resources/other-directories/software/lcc-cell
LIGPLOT,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automatically generates schematic diagrams of protein-ligand interactions for a given PDB file. The interactions shown are those mediated by hydrogen bonds and by hydrophobic contacts.,http://www.iucr.org/resources/other-directories/software/ligplot
LMGP,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suite which contains a number of programs useful for crystallography, Laue Diffraction and Powder Diffraction: - OrientExpress (Laue orientation) - Equiv (equivalent positions ...) - indx (Powder lines positions) - celref (unit cell refinement) - Poudrix (Powder Pattern Calculation) - Wulff (Wulff Map)",http://www.iucr.org/resources/other-directories/software/lmgp
Lsqplane,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notes and subroutine for least square plane calculation,http://www.iucr.org/resources/other-directories/software/lsqplane
MAG_sl,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simulates x-ray resonant specular reflection from magnetic multilayers with account for interface roughness or transition layers. Magnetic scattering simulated by MAG_sl is due to resonant increase in the electric multipole part of x-ray scattering amplitude at the absorption edges of some rare-earth and transition elements. Can be used for characterization of magnetic multilayers.,http://www.iucr.org/resources/other-directories/software/mag_sl
MarchingCubeELD,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3D and 2D electron density map visualization. Mainly focused on visualization of ELD calculated from X-ray diffraction data of small molecules, but it will work for small proteins as well.",http://www.iucr.org/resources/other-directories/software/marching-cube-eld
MAUD,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAUD stands for Material Analysis Using Diffraction. It is a general diffraction/reflectivity/fluorescence analysis program mainly based on the Rietveld method, but not limited to.",http://www.iucr.org/resources/other-directories/software/maud
mcps,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allows the automatic conversion of a section from an electron density map (in CCP4 format) to a ready-to-print postscript file containing a (dithered monochrome) grayscale representation of the electron density with a superimposed contour-line plot.,http://www.iucr.org/resources/other-directories/software/mcps
Media Gallery Pro,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Media Gallery Pro, a goPro editor and MultiViewer capable of playing up to 6 HD movies simultaneously on a single display screen without additional hardware. Packed with robust features for audio visual editing, a powerful search functionality and movie/video indexing capabilities this is a must have software app that works well as a low end post production software suite. Media Gallery Pro also offers a full feature free 15 day trial available now. Edit your goPro movies, YouTube videos and more with this robust app for PC. Works great for creating sales presentations, trade show loops and point-of-sale scenarios for kiosks. Or, use as sports analysis tool capable of side by side movie and video playback for such things as perfecting golf swings. Download your copy and try MGP GoPro Editor/MultiViewer Video Player App. Or purchase the entire app for just $29.95USD and receive free updates for life.",http://www.iucr.org/resources/other-directories/software/media-gallery-pro
MoleCoolQt,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MoleCoolQt is a molecule viewer designed for experimental charge density studies with a user-friendly graphical user interface.,http://www.iucr.org/resources/other-directories/software/molecoolqt
MolIso,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visualization of colour-mapped iso-surfaces from XD grid or GAUSSIAN CUBE files.,http://www.iucr.org/resources/other-directories/software/moliso
MOMO,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MOMO is a Molecular Modelling program for organic molecules. It is parameterized for C, H, N, O, S, P, F, Cl, Br, I. We distribute a free test version (limited to 30 atoms, but with the full functionality). The full program version costs 400 DM for non-profit organizations and 4000 DM for industrial companies. This fee includes all further updates.",http://www.iucr.org/resources/other-directories/software/momo
MOPRO,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Structure and Charge Density  Refinement of Crystal Structures. It implements spherical and non spherical, multipolar model of atomic electron density, the latter being necessary to take into account the deformation of electron density arising from interatomic interactions, which becomes visible and quantifiable at subatomic resolution.",http://www.iucr.org/resources/other-directories/software/mopro
Nika,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A free open-source <i>Igor Pro</i>-based program for reduction of two-dimensional scattering data from area-detector small- and wide-angle scattering instruments to one-dimensional lineouts.,http://www.iucr.org/resources/other-directories/software/nika
nxs,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nxs is a program library of routines for calculating neutron scattering and absorption cross sections on the basis of crystal structure descriptions.,http://www.iucr.org/resources/other-directories/software/nxs
ObjCryst++,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Object oriented Crystallographic Library,http://www.iucr.org/resources/other-directories/software/objcryst
Optical constants software,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,optical constants software,http://www.iucr.org/resources/other-directories/software/optical-constants-software
OrientExpress,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"To orient a single crystal of known unit cell dimensions from a single Laue pattern. This pattern can be registered on a flat or cylindrical detector : X Rays film, two-dimentional sensitive detector, bitmap picture. The program was succesfully applied to X rays (normal wavelength and hard X rays) and neutrons experiments, as well as to every sort mineral, organic and protein) of crystals.",http://www.iucr.org/resources/other-directories/software/orientexpress2
Peaksplit,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Analysis of pairs of rocking curves to give strain, relaxation, and composition information for ternary alloy layers. Developed by Bede Scientific.",http://www.iucr.org/resources/other-directories/software/peaksplit
Pepinsky's Machine,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Both a teaching aid to illustrate the principles and the application of the Fourier series in crystallography, and a research tool to permit the systematic calculation of permutation syntheses for all centrosymmetric plane groups",http://www.iucr.org/resources/other-directories/software/pepinskys-machine
Piotr Marczuk reflectivity calculator,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GUI to calculate the neutron or x-ray reflectivity from a (repetitive) multilayered sample, i.e. a Langmuir-Blodgett film.",http://www.iucr.org/resources/other-directories/software/nchrotron-scattering-software-list-piotr-marczuk-reflectivity-calculator
Plasmid,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draw vector maps and perform DNA sequence analysis. Integrated web browser and ability to instantly convert sequence files from the Internet into fully labeled graphical maps.,http://www.iucr.org/resources/other-directories/software/plasmid
Point Group Tutorial,,F1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Multimedia program designed to help students identify symmetry elements and assign point groups to molecules. Includes example molecules for each point group and an interactive tutorial based on the traditional flow-chart method for assigning point groups.,http://www.iucr.org/resources/other-directories/software/point-group-tutorial
